Customenumber,Organisationsnummer
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
17472,540713-1712
17487,813600-0463
17497,0
17501,0
17502,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,5564490018
0,0
0,0
0,0
0,0
0,0
0,5560689738
0,5560572850
0,5566182001
0,9166372053
0,5565542742
0,5569870826
17527,556893-1421
0,556244-8208
0,0
0,0
17823,556855-9362
0,556691-1524
0,556055-6036
0,556629-8922
0,556257-4771
0,556619-7975
0,556932-9666
0,556447-5894
0,556813-7474
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,556102-5767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,556943-6560
0,0
0,0
0,0
0,0
0,620615-2404
0,0
0,0
0,0
0,0
0,0
0,556837-6395
0,556042-8947
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,556918-9599
0,556178-9297
0,556278-1608
0,802002-6947
0,556718-5417
0,556238-4312
0,556196-1599
0,556196-1599
0,0
0,556456-2923
0,556414-8301
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,556792-7057
0,556294-5500
0,556464-8078
0,556129-2037
0,556787-9522
0,556787-3061
0,556257-4771
0,0
0,0
0,556801-6264
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,556705-6741
0,556524-3374
0,0
0,0
0,0
0,0
17830,556846-4753
17832,0
17833,0
17834,556303-3033
17835,0
17837,556243-9819
17838,0
17841,0
17842,0
17843,0
17844,0
17845,0
17847,0
17848,0
17849,0
17850,559022-9208
17851,0
17852,0
18025,0
18026,0
18027,0
18030,0
18031,0
18032,0
18033,0
18034,0
18036,0
18037,0
18039,0
18040,0
18041,556597-3947
18042,0
18043,0
18044,0
18046,556546-7627
18049,0
18050,0
18051,0
18053,0
18054,0
18055,0
18056,0
18058,0
18059,0
18060,0
18061,0
18062,0
18063,0
18064,0
18065,0
18066,0
18067,0
18068,0
18069,0
18070,0
18071,969768-5338 
18073,559033-9916
18075,0
18076,0
18077,0
18078,0
18081,0
18082,0
18083,0
18085,0
18087,0
18088,556068-9738
18089,0
18090,0
18091,0
18092,0
18093,0
18094,0
8000061,0
8000089,0
8000091,0
8000092,0
8000098,0
8000102,0
8000134,0
8000186,0
8000197,0
8000215,0
8000218,0
8000235,0
8000271,0
8000277,0
8000289,0
8000327,0
18425,0
18426,0
18427,556652-9870
18428,0
18433,0
18437,559077-1076
18441,0
18460,0
18461,0
18462,556292-9066
18463,556933-6471
18480,556607-3531
18488,0
18494,0
18504,0
18505,0
18506,559088-5777
18510,0
18511,0
18512,0
18513,0
18514,559026-9790
18515,0
18516,0
18523,0
18524,0
18525,0
18530,0
18531,0
18532,0
18533,0
18534,0
18535,0
18538,556446-8733
18539,556298-7288
18541,0
18542,0
18543,0
18546,556670-1719
18548,0
18549,0
18551,0
18552,0
18553,0
18555,556696-2493
18557,0
18558,0
18559,0
18560,0
18561,0
18562,0
18563,0
18564,0
18567,0
18568,0
18572,0
18573,202100-3062
18577,0
18578,0
18579,0
18580,0
18581,0
18582,0
18583,0
18584,0
18585,0
18586,0
18587,0
18588,0
18590,0
18591,0
18592,0
18593,0
18594,0
18595,0
18596,0
18597,0
18598,0
18599,0
18600,0
18601,0
18602,556671-3615
18603,0
18605,0
18610,0
18611,0
18612,0
18613,0
18614,0
18622,0
18623,0
18625,556904-1238
18626,0
18627,0
18629,0
18630,0
18631,0
18632,0
18633,0
18635,0
18636,0
18637,0
18644,0
18646,0
18647,0
18648,0
18649,0
18650,0
18651,0
18652,0
18653,0
18654,0
18655,0
18657,0
18659,0
18660,0
18661,0
18662,0
18663,0
18664,0
18665,0
18666,0
18670,0
18671,0
18672,0
18673,0
18674,0
18675,0
18676,0
18685,556068-9738
18686,0
18687,0
18688,0
18689,0
18692,0
18693,0
18694,0
18695,0
18696,0
18697,0
18698,0
18699,826000-9041
18700,0
18701,0
18702,0
18703,0
18704,0
18705,0
18706,0
18707,0
18708,0
18709,0
18710,0
18711,0
18712,0
18713,0
18714,0
18715,0
18716,0
18717,0
18718,0
18719,0
18720,0
18721,0
18722,0
18737,0
18738,0
18739,0
18740,0
18741,0
18742,0
18743,0
18744,0
18783,0
18784,0
18785,0
18786,0
18787,0
18788,0
18789,0
18790,0
18791,0
5258538,5562300193
5250570,5566794557
16500,556030-5921
18746,0
18608,0
18609,0
0120162,5560305921
0119925,5560305921
0120170,5561138826
0120196,5561138826
0122168,5565727558
0121046,5567952204
0123190,5564923935
0126797,5567550958
1027,0
0130849,5562986603
0132217,5567043079
0131375,5565320024
18748,556163223201
0150350,5561632232
0151821,5564609542
0472919,5565972451
0150695,5565972451
0154567,5567610414
0150941,5561632232
1048,5560305921
0155977,556163223201
0154725,5561632232
0154956,5566831284
0155539,5566476312
0155623,5561632232
0155783,5564609542
0131086,5561138826
0159616,5561659888
0167296,5564609542
0156089,5560305921
0156160,5567571533
0160069,5560305921
0161166,5560305921
0163147,5560305921
0163634,5560305921
0168062,556113-8826
0170365,5561138826
0170563,5561138826
0230178,5561632232
1163,5560305921
0257279,5560305921
0432955,5561138826
0332593,5562988674
0430288,5561632232
0432906,5560305921
0457440,5561632232
0458521,5561632232
0156162,5565972451
0120733,5561138826
0168310,5561138826
1199,5567357925
0120659,5565491973
0161968,5566608567
0154542,556986-2427
0156310,5566971775
0150578,5565400081
0120477,5566890652
0120964,5562497585
0181123,5565445276
0161232,5563981694
0166827,5565107371
0166512,5566266341
0120410,5565211199
0131219,5562733104
0120428,5565120762
0121921,5564215969
0120998,5565898557
0121368,5561992735
0124685,5564726809
0150110,5561992735
0123067,5562766047
0153700,5561873166
0153656,5565449310
0125245,5563473122
0131300,5565307336
0122028,5566425087
0125229,5565214219
0121004,5564711231
0122069,5565368742
0120881,5564109386
0121186,5564109386
0121178,5564956760
0120873,5561568964
0120329,5561644930
0120857,5563036143
0165530,5567834279
0124271,5566578398
0120758,5566167820
0131540,5565482220
0159475,5566578364
0121590,5566200175
0121574,5566164256
0171934,5565154183
0150509,5565324752
0167403,5564336377
1348,5563076073
0167700,5565154183
0165266,5562244540
0131508,5562126754
0120774,5565272050
0165944,5565974440
0124537,5566158126
0171546,5566158126
1359,5565809562
0165647,5561897504
0122333,5565302832
0125641,5566068291
0150057,5566319462
0121319,5561270504
0126524,5561270504
0130443,5563934818
0126268,5560630476
0121699,5565999884
0120261,5562774348
0122549,5563544955
0152803,5564761517
0121038,5564952868
0122150,5565256657
0131342,5563449064
0167379,5564682630
0123885,5566106422
0150185,5564781978
0122192,5561962530
0170506,5566192588
0155671,5566890678
0126839,5566196852
0122218,5560629569
0121491,5566700364
0120832,5560856451
0120840,5566696919
0155693,5567279269
0120295,556510-7371
0121145,5562627355
0150015,5565413381
0153718,5564956778
0156173,5566794540
0121525,5565691861
0168658,5565895686
0155823,5566651252
0171116,5565993606
0122234,5560722695
0119990,5566348545
0154434,5567682579
0122200,5564389533
0159632,5564592763
0122275,5561872507
0120725,5566849351
0131383,5561641258
0131235,5562615285
0154385,5566171236
0158998,5564990728
0158972,5566971783
0120782,5565457065
0166488,5566992615
0150452,5566607635
0121103,5565118105
0167288,5562795582
0150803,5565436994
0165084,5565704847
0350207,5565640819
0432914,5562823657
0433078,5565269015
0433094,5563284495
0124560,5562949916
0458240,5562414101
0231597,5562626746
0231779,5565716171
0231589,5566425095
0121640,5565632485
0433920,5566347752
0231811,5561919100
0231852,5568207756
0458158,5568496086
0430254,5565746392
0433185,5565074852
5658059,5565329199
0167742,5562841378
0256834,5565342523
0231613,5563791101
0433045,5564137098
0121616,5566360458
0166124,5562408129
0433136,5565461307
0432997,5561303941
0124669,5565761011
0433003,5565999892
0231654,5566244934
0127076,5563892099
0432989,5565744686
0265108,5562968049
0433441,5564116647
0450668,5565457842
0433052, 556859-5002
0433342,5566082193
0430541,5565924346
0430205,5566632989
1964,5566820030
0433219,5567590525
0433037,5567658512
0433086,5567800668
0139535,5560203282
5666599,5561794859
5666482,5568306905
2765980,5561163212
0121517,5564591955
11907,5560305921
11909,5560305921
0150207,5560305921
11913,5560305921
0160333,5560305921
0160416,5560305921
0163113,5560305921
0150493,5560305921
0162479,5560305921
0163097,5560305921
0162891,5560305921
11926,5560305921
0162982,5560305921
11934,5560305921
0166595,5564560836
0100140,5561138826
0122259,0
0122051,556113-8826
0156314,5567122121
0119966,5566576236
0121053,5566292503
0162040,5566983648
0120865,5565922746
0120287,5567285480
0120956,5565400057
255710,5560305921
0430666,5560305921
0160283,5560305921
0160705,5560305921
0170407,5560305921
0163410,5560305921
12288,5560305921
0161406,5560305921
0161521,5560305921
12313,5560305921
0163022,5560305921
0163469,5560305921
0159947,5560305921
0257303,5560305921
0456962,5560305921
12340,5560305921
0176636,5560305921
0176909,5560305921
0153802,5560305921
12441,5560305921
0161430,5560305921
0170118,5560305921
0160457,5560305921
0151331,5560305921
0160481,5560305921
0160432,5560305921
0163352,5560305921
0161281,5560305921
0162958,5560305921
0162792,5560305921
0161810,5560305921
0184317,5566856711
0161323,5560305921
0161414,5560305921
0153288,5560305921
0163188,5560305921
0457457,5560305921
0457465,5560305921
0557280,5560305921
0657205,5560305921
12603,5566347661
0450627,5567112882
12636,5568428097
12638,5567969109
12644,5565543468
0171785,5564916491
12648,5568698012
12649,5565320024
17658,556503-6679
12655,5566079926
0123802,5565662938
0154203,5567129621
0,5565727558
0155198,5567497325
0157130,5564609542
0156248,5564398120
0124487,5567629265
0124867,5561632232
0150193,556163223201
0150351,5561632232
18401,5561632232
0430694,5561632232
12911,5564609542
0160036,5560305921
0457283,5560305921
0457598,5560305921
0160192,5560305921
0257287,5560305921
0162834,5560305921
0162842,7152000688
0161562,7140000998
0161570,7140000998
0472902,5560305921
0457275,5560305921
0257311,5560305921
16392,5567387187
16401,5561648295
16404,5566834387
16408,5566244108
16420,5568149438
16426,5560305921
0472935,5561138826
16430,5560305921
16455,5561138826
16457,5567604052
16465,7152000688
16501,556899-4122
16517,0
16521,556030-5921
16526,556113-8826
16530,5569175325
16542,556597-2451
17471,556814-9842
17473,0
17562,0
17595,0
17636,0
17665,0
17676,556969-4754
17711,0
17750,0
17821, 556342-7664
17824,556975-3865
17825,0
18029,5569602559
18621,0
18677,0
18723,5568620313
18733,5590261383
18745,0
18750,5561632232
18763,5561632232
18772,5561632232
18776,5561632232
18780,5561632232
18638,557610-5480
0150132,5566082219
0123547,5564821840
0167718,5560203282
0836825,5565905212
3173895,5906054670
3173911,5566414487
3173879,5704244739
3136793,5564130895
1546175,5564122793
6858344,5566079553
6569735,5565485496
6450136,5565647483
1660,5563051266
3589595,5564148251
4330288,5563072841
2126,0
5630355,5567858831
2661213,5565536397
2154482,5566564570
2154409,5565979639
2136547,5563382372
2881951,5560203282
2636835,5567682496
2661585,9696815498
0358044,5564656543
0181305,5560203282
5866272,5567001978
0154090,5560203282
0179481,5560203282
0167957,5560203282
0135400,5560203282
0165993,5560203282
0165985,5560203282
0151202,5562471622
0369017,5568004302
0530006,5560203282
0630166,5565430898
1071679,5560203282
1159979,5567468540
1165588,5561659037
1165349,5560203282
0865055,5560203282
6450274,5560203282
1066372,5566693510
1100304,5566170907
2801264,5563729150
2669562,5563404465
2969954,5563278463
2869519,5567249726
2450006,5560203282
3166360,5560203282
3339231,5563498970
3372026,5566525266
5200563,5566250014
5266150,5560203282
5201033,5568414337
5865597,5562135938
5769377,5563554871
5865878,5560203282
6065312,5566097886
5956966,5566597455
5965843,5564422011
5970983,5561499533
6265664,5560203282
6372759,5564791498
6366041,5560203282
6459838,5564182557
6669196,5560807017
6465314,5560203282
6459523,5564363520
6565584,5560203282
7069552,5563168144
6870190,5560203282
6858161,5560203282
6858377,5560203282
6765580,5560203282
6865836,5560203282
5569561,5566346499
4565149,5566431788
2950258,5566428503
6665640,5566452834
6565626,5562047919
6459507,5566616461
5965447,5568541436
5966080,5566838800
3570140,5566823240
6470397,5566917851
5766126,5567001457
5565692,5567016083
5570452,5567021869
6850348,5560203282
2850753,5560203282
2701902,5560203282
2765378,5560203282
2255420,5566822101
2255347,7350002452
2255750,5562760297
2255339,5563146694
2255487,5567410963
2265031,5568535420
2636751,5566858972
2003655,5561906321
1950468,9165271017
2052652,0
1950351,5565573408
2030237,5568497936
1936590,5566033790
2051100,5561743898
1950294,5567682561
1950682,5566249339
2764447,5562675156
2052520,5566614383
1647114,5566353321
1656974,5568512015
1647254,5564318375
1659598,5563351401
1647353,5562947399
1546258,5568610561
2051399,5564446267
1659564,5565898623
3150005,5567722961
1546191,5561069690
1646934,9165249666
2745,5565442240
2051456,5565121554
2051837,5564579943
1656958,5562755347
1646918,5565298824
1647262,5565277901
3173465,5565814737
2419612,9167526095
1445410,5565620837
1647122,5565279881
1456847,5567821896
2356822,5565674339
1647155,5566027628
1445378,7202232653
1445881,5565871786
1445394,5566610829
0157138,5564398120
11946,5561967760
11949,0
11954,0
3175478,5562331040
1344100,5562338169
3996725,5565386645
12563,5565624813
2400315,5565624813
2860237,9167738013
3486123,9546001851
2436608,5568308034
3174190,5565614269
2839801,5563049062
3134376,0
1600105,5566734900
12578,5566492277
1657527,5564405743
2255115,5564405743
12585,0
2560050,9165374126
12588,5566290721
1849488,9697427525
2736254,5567024640
3250390,5567225379
2458693,5563147908
2970887,5566428313
3693405,7005015651
2233526,5566590435
2763019,5566643101
2050049,5564844743
12599,5566729629
12600,0
0166322,5567084065
3036530,5568045883
2750802,5567286603
2458594,5566615679
0157036,5567755789
2459204,9167516971
3175163,5563787141
2465169,5564884657
1950666,9697512698
1040310,5566951645
1343805,5561719591
2934842,8404210711
2436657,0
1665975,5568523772
2970796,5567260459
3379070,5567616924
0332627,5567307649
12628,5564045721
2661734,6205190819
0457234,5567234173
0257212,5567434757
3276599,5565958732
2765584,5562720788
12671,0
2850552,5564398120
1059542,5562944768
12689,5566751870
12691,5562046549
3236783,5565826483
12695,5565958310
12696,5560450263
12698,5566535216
12699,5564508108
12700,5567786131
12701,5568167463
12702,5563243582
12704,0
12705,0
3379955,5567996078
0184887,5560294588
0183517,5567913107
2450303,5564398120
1659580,5564405743
3352587,5566152269
3373024,0
16412,556857-2621
16448,741114-0101
16449,0
16499,0
16512,0
16527,0
16540,0
17493,0
17570,0
17607,0
17689,0
17690,0
17691,0
17709,556784-8709
17718,0
17805,0
17809,556051-6212
17812,0
17839,0
